round_num,vignette_id,agent_id,communication_style,assessment_choice,assessment_confidence,bid_amount,was_proposer,proposal_cost,intervention_cost,final_vote,agent_reward,agent_total_cost,budget_remaining
1,ethics_mh_030,agent_00,calibrated,Option A,0.616,0.639435,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
1,ethics_mh_030,agent_01,neutral,Option A,0.745,0.750921,0,0.000000,0.003800,No consensus,0.496200,0.003800,0.996200
1,ethics_mh_030,agent_02,timid,Option A,0.862,0.479781,0,0.000000,0.003447,No consensus,0.496553,0.003447,0.996553
1,ethics_mh_030,agent_03,timid,Option A,0.724,0.334061,0,0.000000,0.001829,No consensus,0.498171,0.001829,0.998171
1,ethics_mh_030,agent_04,timid,Option A,0.744,0.479529,0,0.000000,0.003921,No consensus,0.496079,0.003921,0.996079
1,ethics_mh_030,agent_05,assertive,Option A,0.555,0.799604,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
1,ethics_mh_030,agent_06,calibrated,Option A,0.763,0.798415,0,0.000000,0.004044,No consensus,0.495956,0.004044,0.995956
1,ethics_mh_030,agent_07,assertive,Option A,0.704,1.000000,1,1.003386,0.000000,No consensus,-0.503386,1.003386,0.996614
1,ethics_mh_030,agent_08,timid,Option A,0.934,0.418638,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
1,ethics_mh_030,agent_09,assertive,Option A,0.931,1.000000,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
1,ethics_mh_030,agent_10,timid,Option A,0.928,0.390335,0,0.000000,0.003427,No consensus,0.496573,0.003427,0.996573
1,ethics_mh_030,agent_11,neutral,Option A,0.698,0.685094,0,0.000000,0.004614,No consensus,0.495386,0.004614,0.995386
1,ethics_mh_030,agent_12,neutral,Option A,0.830,0.710441,0,0.000000,0.004637,No consensus,0.495363,0.004637,0.995363
1,ethics_mh_030,agent_13,assertive,Option A,0.738,1.000000,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
1,ethics_mh_030,agent_14,calibrated,Option A,0.865,0.857867,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
1,ethics_mh_030,agent_15,assertive,Option A,0.772,1.000000,0,0.000000,0.001751,No consensus,0.498249,0.001751,0.998249
1,ethics_mh_030,agent_16,calibrated,Option A,0.574,0.631744,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
1,ethics_mh_030,agent_17,neutral,Option A,0.919,0.949650,0,0.000000,0.004136,No consensus,0.495864,0.004136,0.995864
1,ethics_mh_030,agent_18,calibrated,Option A,0.967,0.954893,0,0.000000,0.002991,No consensus,0.497009,0.002991,0.997009
1,ethics_mh_030,agent_19,neutral,Option A,0.847,0.924135,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
2,ethics_mh_067,agent_00,calibrated,Option A,0.843,0.878433,0,0.000000,0.004462,No consensus,0.495538,0.004462,0.995538
2,ethics_mh_067,agent_01,neutral,Option A,0.662,0.746915,0,0.000000,0.004577,No consensus,0.495423,0.004577,0.995423
2,ethics_mh_067,agent_02,timid,Option A,0.838,0.445952,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
2,ethics_mh_067,agent_03,timid,Option A,0.752,0.414070,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
2,ethics_mh_067,agent_04,timid,Option A,0.961,0.549174,0,0.000000,0.004202,No consensus,0.495798,0.004202,0.995798
2,ethics_mh_067,agent_05,assertive,Option A,0.693,0.983000,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
2,ethics_mh_067,agent_06,calibrated,Option A,0.883,0.887582,0,0.000000,0.003525,No consensus,0.496475,0.003525,0.996475
2,ethics_mh_067,agent_07,assertive,Option A,0.935,1.000000,1,1.006522,0.000000,No consensus,-0.506522,1.006522,0.993478
2,ethics_mh_067,agent_08,timid,Option A,0.784,0.393760,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
2,ethics_mh_067,agent_09,assertive,Option A,0.767,1.000000,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
2,ethics_mh_067,agent_10,timid,Option A,0.805,0.445667,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
2,ethics_mh_067,agent_11,neutral,Option A,0.616,0.693388,0,0.000000,0.001232,No consensus,0.498768,0.001232,0.998768
2,ethics_mh_067,agent_12,neutral,Option A,0.506,0.568580,0,0.000000,0.004956,No consensus,0.495044,0.004956,0.995044
2,ethics_mh_067,agent_13,assertive,Option A,0.616,0.838124,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
2,ethics_mh_067,agent_14,calibrated,Option A,0.727,0.666874,0,0.000000,0.002296,No consensus,0.497704,0.002296,0.997704
2,ethics_mh_067,agent_15,assertive,Option A,0.503,0.821263,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
2,ethics_mh_067,agent_16,calibrated,Option A,0.936,1.000000,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
2,ethics_mh_067,agent_17,neutral,Option A,0.997,0.933983,0,0.000000,0.004081,No consensus,0.495919,0.004081,0.995919
2,ethics_mh_067,agent_18,calibrated,Option A,0.836,0.803579,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
2,ethics_mh_067,agent_19,neutral,Option A,0.828,0.810815,0,0.000000,0.002731,No consensus,0.497269,0.002731,0.997269
3,ethics_mh_045,agent_00,calibrated,Option A,0.721,0.746360,0,0.000000,0.004617,No consensus,0.495383,0.004617,0.995383
3,ethics_mh_045,agent_01,neutral,Option A,0.574,0.488867,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_02,timid,Option A,0.599,0.281685,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_03,timid,Option A,0.748,0.422964,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_04,timid,Option A,0.546,0.261344,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_05,assertive,Option A,0.883,1.000000,1,1.002762,0.000000,No consensus,-0.502762,1.002762,0.997238
3,ethics_mh_045,agent_06,calibrated,Option A,0.663,0.660911,0,0.000000,0.004880,No consensus,0.495120,0.004880,0.995120
3,ethics_mh_045,agent_07,assertive,Option A,0.930,1.000000,0,0.000000,0.004019,No consensus,0.495981,0.004019,0.995981
3,ethics_mh_045,agent_08,timid,Option A,0.559,0.240784,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_09,assertive,Option A,0.688,1.000000,0,0.000000,0.003707,No consensus,0.496293,0.003707,0.996293
3,ethics_mh_045,agent_10,timid,Option A,0.542,0.235992,0,0.000000,0.001787,No consensus,0.498213,0.001787,0.998213
3,ethics_mh_045,agent_11,neutral,Option A,0.502,0.402529,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_12,neutral,Option A,0.544,0.570665,0,0.000000,0.002557,No consensus,0.497443,0.002557,0.997443
3,ethics_mh_045,agent_13,assertive,Option A,0.901,1.000000,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
3,ethics_mh_045,agent_14,calibrated,Option A,0.984,1.000000,0,0.000000,0.001666,No consensus,0.498334,0.001666,0.998334
3,ethics_mh_045,agent_15,assertive,Option A,0.536,0.840492,0,0.000000,0.004458,No consensus,0.495542,0.004458,0.995542
3,ethics_mh_045,agent_16,calibrated,Option A,0.615,0.541133,0,0.000000,0.003252,No consensus,0.496748,0.003252,0.996748
3,ethics_mh_045,agent_17,neutral,Option A,0.786,0.764501,0,0.000000,0.003142,No consensus,0.496858,0.003142,0.996858
3,ethics_mh_045,agent_18,calibrated,Option A,0.870,0.858151,0,0.000000,0.001015,No consensus,0.498985,0.001015,0.998985
3,ethics_mh_045,agent_19,neutral,Option A,0.956,0.936879,0,0.000000,0.000000,No consensus,0.500000,0.000000,1.000000
